CATEGORY,CLASS,TYPE,NAME,DATE/TIME,MARKET,SELECTION,STATUS,DISPLAYED,DISPORDER,MIN BET,MAX BET,MAX TOTAL,STK/LBT,LIVE PRICE,SP GUIDE,FB RESULT,EXT KEY,MULT KEY,CHANNELS
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 07:00 - 11:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 08:00 - 12:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 08:00 - 12:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 09:00 - 13:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 09:00 - 13:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 10:00 - 14:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 10:00 - 14:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 11:00 - 15:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 11:00 - 15:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 12:00 - 16:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 12:00 - 16:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 13:00 - 17:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 13:00 - 17:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 14:00 - 18:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 14:00 - 18:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 15:00 - 19:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 15:00 - 19:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 16:00 - 20:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 16:00 - 20:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 17:00 - 21:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 17:00 - 21:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 18:00 - 22:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 18:00 - 22:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 19:00 - 23:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 19:00 - 23:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 20:00 - 24:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 20:00 - 24:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 21:00 - 25:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 21:00 - 25:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 22:00 - 26:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 22:00 - 26:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 23:00 - 27:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 23:00 - 27:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 24:00 - 28:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 24:00 - 28:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 25:00 - 29:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 25:00 - 29:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 26:00 - 30:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 26:00 - 30:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 27:00 - 31:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 27:00 - 31:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 28:00 - 32:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 28:00 - 32:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 29:00 - 33:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 29:00 - 33:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 30:00 - 34:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 30:00 - 34:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 31:00 - 35:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 31:00 - 35:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 32:00 - 36:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 32:00 - 36:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 33:00 - 37:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 33:00 - 37:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 34:00 - 38:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 34:00 - 38:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 35:00 - 39:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 35:00 - 39:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 36:00 - 40:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 36:00 - 40:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 37:00 - 41:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 37:00 - 41:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 38:00 - 42:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 38:00 - 42:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 39:00 - 43:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 39:00 - 43:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 40:00 - 44:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 40:00 - 44:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 45:00 - 49:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 45:00 - 49:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 46:00 - 50:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 46:00 - 50:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 47:00 - 51:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 47:00 - 51:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 48:00 - 52:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 48:00 - 52:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 49:00 - 53:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 49:00 - 53:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 50:00 - 54:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 50:00 - 54:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 51:00 - 55:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 51:00 - 55:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 52:00 - 56:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 52:00 - 56:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 53:00 - 57:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 53:00 - 57:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 54:00 - 58:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 54:00 - 58:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 55:00 - 59:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 55:00 - 59:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 56:00 - 60:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 56:00 - 60:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 57:00 - 61:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 57:00 - 61:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 58:00 - 62:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 58:00 - 62:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 59:00 - 63:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 59:00 - 63:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 60:00 - 64:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 60:00 - 64:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 61:00 - 65:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 61:00 - 65:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 62:00 - 66:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 62:00 - 66:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 63:00 - 67:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 63:00 - 67:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 64:00 - 68:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 64:00 - 68:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 65:00 - 69:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 65:00 - 69:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 66:00 - 70:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 66:00 - 70:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 67:00 - 71:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 67:00 - 71:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 68:00 - 72:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 68:00 - 72:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 69:00 - 73:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 69:00 - 73:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 70:00 - 74:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the next 5 minutes?| 70:00 - 74:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
