CATEGORY,CLASS,TYPE,NAME,DATE/TIME,MARKET,SELECTION,STATUS,DISPLAYED,DISPORDER,MIN BET,MAX BET,MAX TOTAL,STK/LBT,LIVE PRICE,SP GUIDE,FB RESULT,EXT KEY,MULT KEY,CHANNELS
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Bookings| 3","|Under| 45",A,Y,10,0.03,,,L,1/100,,U,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Bookings| 3","45-65",A,Y,20,0.03,,,L,1/100,,M,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Bookings| 3","|Over| 65",A,Y,30,0.03,,,L,1/100,,O,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Corners|","|Under 2.5 goals and Under 10 corners|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Corners|","|Under 2.5 goals and 10-12 corners|",A,Y,20,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Corners|","|Under 2.5 goals and Over 12 corners|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Corners|","|Over 2.5 goals and Under 10 corners|",A,Y,40,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Corners|","|Over 2.5 goals and 10-12 corners|",A,Y,50,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Corners|","|Over 2.5 goals and Over 12 corners|",A,Y,60,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Timecast|","|$teamA| |Score 1st and 1st Goal Up To And Including 30th Minute|",A,Y,10,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Timecast|","|$teamB| |Score 1st and 1st Goal Up To And Including 30th Minute|",A,Y,20,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Timecast|","|$teamA| |Score 1st and 1st Goal After 31 Minutes|",A,Y,30,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Timecast|","|$teamB| |Score 1st and 1st Goal After 31 Minutes|",A,Y,40,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Timecast|","|No Goal|",A,Y,50,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Cards|","|Under 2.5 goals and Under 4 Cards|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Cards|","|Under 2.5 goals and 4-6 Cards|",A,Y,20,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Cards|","|Under 2.5 goals and Over 6 Cards|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Cards|","|Over 2.5 goals and Under 4 Cards|",A,Y,40,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Cards|","|Over 2.5 goals and 4-6 Cards|",A,Y,50,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Goals x Cards|","|Over 2.5 goals and Over 6 Cards|",A,Y,60,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|Under 10 Corners and Under 4 Cards|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|Under 10 Corners and 4-6 Cards|",A,Y,20,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|Under 10 Corners and Over 6 Cards|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|10-12 Corners and Under 4 Cards|",A,Y,40,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|10-12 Corners and 4-6 Cards|",A,Y,50,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|10-12 Corners and Over 6 Cards|",A,Y,60,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|Over 12 Corners and Under 4 Cards|",A,Y,70,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|Over 12 Corners and 4-6 Cards|",A,Y,80,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Corners x Cards|","|Over 12 Corners and Over 6 Cards|",A,Y,90,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and Under 10 Corners and Under 4 Cards|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and Under 10 Corners and 4-6 Cards|",A,Y,20,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and Under 10 Corners and Over 6 Cards|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and 10-12 Corners and Under 4 Cards|",A,Y,40,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and 10-12 Corners and 4-6 Cards|",A,Y,50,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and 10-12 Corners and Over 6 Cards|",A,Y,60,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and Over 12 Corners and Under 4 Cards|",A,Y,70,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and Over 12 Corners and 4-6 Cards|",A,Y,80,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Under 2.5 Goals and Over 12 Corners and Over 6 Cards|",A,Y,90,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and Under 10 Corners and Under 4 Cards|",A,Y,100,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and Under 10 Corners and 4-6 Cards|",A,Y,110,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and Under 10 Corners and Over 6 Cards|",A,Y,120,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and 10-12 Corners and Under 4 Cards|",A,Y,130,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and 10-12 Corners and 4-6 Cards|",A,Y,140,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and 10-12 Corners and Over 6 Cards|",A,Y,150,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and Over 12 Corners and Under 4 Cards|",A,Y,160,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and Over 12 Corners and 4-6 Cards|",A,Y,170,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Stats Trebles|","|Over 2.5 Goals and Over 12 Corners and Over 6 Cards|",A,Y,180,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and Under 10 Corners and Under 4 Cards|",A,Y,10,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and Under 10 Corners and 4-6 Cards|",A,Y,20,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and Under 10 Corners and Over 6 Cards|",A,Y,30,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and 10-12 Corners and Under 4 Cards|",A,Y,40,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and 10-12 Corners and 4-6 Cards|",A,Y,50,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and 10-12 Corners and Over 6 Cards|",A,Y,60,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and Over 12 Corners and Under 4 Cards|",A,Y,70,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and Over 12 Corners and 4-6 Cards|",A,Y,80,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamA| |Win and Over 12 Corners and Over 6 Cards|",A,Y,90,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and Under 10 Corners and Under 4 Cards|",A,Y,100,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and Under 10 Corners and 4-6 Cards|",A,Y,110,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and Under 10 Corners and Over 6 Cards|",A,Y,120,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and 10-12 Corners and Under 4 Cards|",A,Y,130,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and 10-12 Corners and 4-6 Cards|",A,Y,140,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and 10-12 Corners and Over 6 Cards|",A,Y,150,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and Over 12 Corners and Under 4 Cards|",A,Y,160,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and Over 12 Corners and 4-6 Cards|",A,Y,170,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|Draw and Over 12 Corners and Over 6 Cards|",A,Y,180,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and Under 10 Corners and Under 4 Cards|",A,Y,190,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and Under 10 Corners and 4-6 Cards|",A,Y,200,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and Under 10 Corners and Over 6 Cards|",A,Y,210,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and 10-12 Corners and Under 4 Cards|",A,Y,220,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and 10-12 Corners and 4-6 Cards|",A,Y,230,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and 10-12 Corners and Over 6 Cards|",A,Y,240,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and Over 12 Corners and Under 4 Cards|",A,Y,250,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and Over 12 Corners and 4-6 Cards|",A,Y,260,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Trebles|","|$teamB| |Win and Over 12 Corners and Over 6 Cards|",A,Y,270,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Performance|","10 |Points Or Under|",A,Y,10,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Performance|","11-20 |Points|",A,Y,20,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Performance|","21-30 |Points|",A,Y,30,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Performance|","31-40 |Points|",A,Y,40,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Performance|","41-50 |Points|",A,Y,50,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Performance|","|Over| 50 |Points|",A,Y,60,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Performance|","10 |Points Or Under|",A,Y,10,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Performance|","11-20 |Points|",A,Y,20,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Performance|","21-30 |Points|",A,Y,30,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Performance|","31-40 |Points|",A,Y,40,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Performance|","41-50 |Points|",A,Y,50,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Performance|","|Over| 50 |Points|",A,Y,60,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|CORNER awarded in the first 5 minutes?| 00:00 - 04:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|CORNER awarded in the first 5 minutes?| 00:00 - 04:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under 1.5 Corners in the first 5 minutes?| 00:00 - 04:59","|Under 1.5|",A,Y,10,0.03,,,L,1/100,,L,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under 1.5 Corners in the first 5 minutes?| 00:00 - 04:59","|Over 1.5|",A,Y,30,0.03,,,L,1/100,,H,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|CARD shown in the first 5 minutes?| 00:00 - 04:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|CARD shown in the first 5 minutes?| 00:00 - 04:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|PENALTY awarded in the first 5 minutes?| 00:00 - 04:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|PENALTY awarded in the first 5 minutes?| 00:00 - 04:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|What will happen FIRST in the first 5 minutes?| 00:00 - 04:59","|Goal|",A,Y,0,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|What will happen FIRST in the first 5 minutes?| 00:00 - 04:59","|Corner|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|What will happen FIRST in the first 5 minutes?| 00:00 - 04:59","|Card|",A,Y,20,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|What will happen FIRST in the first 5 minutes?| 00:00 - 04:59","|Penalty|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|What will happen FIRST in the first 5 minutes?| 00:00 - 04:59","|None|",A,Y,40,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Action in the first 5 minutes| 00:00 - 04:59","|0 Points|",A,Y,0,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Action in the first 5 minutes| 00:00 - 04:59","|1 - 5 Points|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Action in the first 5 minutes| 00:00 - 04:59","|6 - 10 Points|",A,Y,20,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Action in the first 5 minutes| 00:00 - 04:59","|11 - 15 Points|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Action in the first 5 minutes| 00:00 - 04:59","|16+ Points|",A,Y,40,0.03,,,L,1/100,,,,,
