CATEGORY,CLASS,TYPE,NAME,DATE/TIME,MARKET,SELECTION,STATUS,DISPLAYED,DISPORDER,MIN BET,MAX BET,MAX TOTAL,STK/LBT,LIVE PRICE,SP GUIDE,FB RESULT,EXT KEY,MULT KEY,CHANNELS
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match x Goals|","|$teamA| |Win and Over 2.5 Goals|",A,Y,40,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match x Goals|","|Draw and Over 2.5 Goals|",A,Y,50,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match x Goals|","|$teamB| |Win and Over 2.5 Goals|",A,Y,60,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Goals| - |Under|/|Exactly|/|Over| 2","|Under| 2",A,Y,10,0.03,,,L,1/100,,U,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Goals| - |Under|/|Exactly|/|Over| 2","|Exactly| 2",A,Y,20,0.03,,,L,1/100,,M,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Goals| - |Under|/|Exactly|/|Over| 2","|Over| 2",A,Y,30,0.03,,,L,1/100,,O,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Goals| - |Under|/|Exactly|/|Over| 3","|Under| 3",A,Y,10,0.03,,,L,1/100,,U,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Goals| - |Under|/|Exactly|/|Over| 3","|Exactly| 3",A,Y,20,0.03,,,L,1/100,,M,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Total Goals| - |Under|/|Exactly|/|Over| 3","|Over| 3",A,Y,30,0.03,,,L,1/100,,O,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the first 5 minutes?| 00:00 - 04:59","|Yes|",A,Y,10,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|GOAL scored in the first 5 minutes?| 00:00 - 04:59","|No|",A,Y,30,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |To Score|","|Yes|",A,Y,10,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |To Score|","|No|",A,Y,20,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |To Score|","|Yes|",A,Y,10,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |To Score|","|No|",A,Y,20,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Highest Scoring Half?|","|1st Half|",A,Y,1,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Highest Scoring Half?|","|Draw|",A,Y,2,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamA| |Highest Scoring Half?|","|2nd Half|",A,Y,3,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Highest Scoring Half?|","|1st Half|",A,Y,1,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Highest Scoring Half?|","|Draw|",A,Y,2,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|$teamB| |Highest Scoring Half?|","|2nd Half|",A,Y,3,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Segna Goal Squadra Casa|","|Yes|",A,Y,10,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Segna Goal Squadra Casa|","|No|",A,Y,20,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Segna Goal Squadra Ospite|","|Yes|",A,Y,10,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Segna Goal Squadra Ospite|","|No|",A,Y,20,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Squadra 1X2 Casa|","|1st Half|",A,Y,1,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Squadra 1X2 Casa|","|Draw|",A,Y,2,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Squadra 1X2 Casa|","|2nd Half|",A,Y,3,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Squadra 1X2 Ospite|","|1st Half|",A,Y,1,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Squadra 1X2 Ospite|","|Draw|",A,Y,2,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Squadra 1X2 Ospite|","|2nd Half|",A,Y,3,0.03,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Result and Both Teams To Score|","|$teamA|",A,Y,10,0.03,,,L,1/100,,H,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Result and Both Teams To Score|","|Draw|",A,Y,20,0.03,,,L,1/100,,D,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Result and Both Teams To Score|","|$teamB|",A,Y,30,0.03,,,L,1/100,,A,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Somma Goal Finale|","|None|",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Somma Goal Finale|","|One|",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Somma Goal Finale|","|Two|",A,Y,15,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Somma Goal Finale|","|Three|",A,Y,20,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Somma Goal Finale|","|Four|",A,Y,25,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Somma Goal Finale|","|Five Or More|",A,Y,30,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 1-0",A,Y,10,,,,,1/100,,1-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 2-0",A,Y,20,,,,,1/100,,2-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 2-1",A,Y,30,,,,,1/100,,2-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 3-0",A,Y,40,,,,,1/100,,3-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 3-1",A,Y,50,,,,,1/100,,3-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 3-2",A,Y,60,,,,,1/100,,3-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 4-0",A,Y,70,,,,,1/100,,4-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 4-1",A,Y,80,,,,,1/100,,4-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 4-2",A,Y,90,,,,,1/100,,4-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamA| 4-3",A,Y,100,,,,,1/100,,4-3,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 1-0",A,Y,2010,,,,,1/100,,0-1,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 2-0",A,Y,2020,,,,,1/100,,0-2,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 2-1",A,Y,2030,,,,,1/100,,1-2,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 3-0",A,Y,2040,,,,,1/100,,0-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 3-1",A,Y,2050,,,,,1/100,,1-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 3-2",A,Y,2060,,,,,1/100,,2-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 4-0",A,Y,2070,,,,,1/100,,0-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 4-1",A,Y,2080,,,,,1/100,,1-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 4-2",A,Y,2090,,,,,1/100,,2-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|$teamB| 4-3",A,Y,2100,,,,,1/100,,3-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|Draw| 0-0",A,Y,1000,,,,,1/100,,0-0,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|Draw| 1-1",A,Y,1010,,,,,1/100,,1-1,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|Draw| 2-2",A,Y,1020,,,,,1/100,,2-2,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|Draw| 3-3",A,Y,1030,,,,,1/100,,3-3,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|Draw| 4-4",A,Y,1040,,,,,1/100,,4-4,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 26 Esiti|","|Altro|",A,Y,1050,,,,,1/100,,999-999,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half| |Both Teams To Score|","|Yes|",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half| |Both Teams To Score|","|No|",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|2nd Half| |Both Teams To Score|","|Yes|",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|2nd Half| |Both Teams To Score|","|No|",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Esito Finale 1x2 Goal No Goal|","|$teamA| + |Yes|",A,Y,5,,,,,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Esito Finale 1x2 Goal No Goal|","|Draw| + |Yes|",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Esito Finale 1x2 Goal No Goal|","|$teamB| + |Yes|",A,Y,15,,,,,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Esito Finale 1x2 Goal No Goal|","|$teamA| + |No|",A,Y,20,,,,,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Esito Finale 1x2 Goal No Goal|","|Draw| + |No|",A,Y,25,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Esito Finale 1x2 Goal No Goal|","|$teamB| + |No|",A,Y,30,,,,,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |In Both Halves|","|Yes|/|Yes|",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |In Both Halves|","|Yes|/|No|",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |In Both Halves|","|No|/|Yes|",A,Y,15,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |In Both Halves|","|No|/|No|",A,Y,20,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |and| |Over/Under| 2.5 |Goals|","|Yes| |And Over 2.5 Goals|",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |and| |Over/Under| 2.5 |Goals|","|Yes| |And Under 2.5 Goals|",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |and| |Over/Under| 2.5 |Goals|","|No| |And Over 2.5 Goals|",A,Y,15,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Both Teams To Score| |and| |Over/Under| 2.5 |Goals|","|No| |And Under 2.5 Goals|",A,Y,20,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|First Half| |Double Chance|","|$teamA| Or |Draw|",A,Y,5,,,,,1/100,,1,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|First Half| |Double Chance|","|$teamA| Or |$teamB|",A,Y,10,,,,,1/100,,3,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|First Half| |Double Chance|","|$teamB| Or |Draw|",A,Y,15,,,,,1/100,,2,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Second Half| |Double Chance|","|$teamA| Or |Draw|",A,Y,5,,,,,1/100,,1,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Second Half| |Double Chance|","|$teamA| Or |$teamB|",A,Y,10,,,,,1/100,,3,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Second Half| |Double Chance|","|$teamB| Or |Draw|",A,Y,15,,,,,1/100,,2,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 0.5 |Goals| |Casa|","|Over| 0.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 0.5 |Goals| |Casa|","|Under| 0.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 1.5 |Goals| |Casa|","|Over| 1.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 1.5 |Goals| |Casa|","|Under| 1.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 2.5 |Goals| |Casa|","|Over| 2.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 2.5 |Goals| |Casa|","|Under| 2.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 3.5 |Goals| |Casa|","|Over| 3.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 3.5 |Goals| |Casa|","|Under| 3.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 0.5 |Goals| |Ospite|","|Over| 0.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 0.5 |Goals| |Ospite|","|Under| 0.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 1.5 |Goals| |Ospite|","|Over| 1.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 1.5 |Goals| |Ospite|","|Under| 1.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 2.5 |Goals| |Ospite|","|Over| 2.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 2.5 |Goals| |Ospite|","|Under| 2.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 3.5 |Goals| |Ospite|","|Over| 3.5",A,Y,5,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Over/Under| 3.5 |Goals| |Ospite|","|Under| 3.5",A,Y,10,,,,,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Risultato Esatto 1 Tempo|","|$teamA| |1-0|",A,Y,5,,,,,1/100,,1-0,,,
