CATEGORY,CLASS,TYPE,NAME,DATE/TIME,MARKET,SELECTION,STATUS,DISPLAYED,DISPORDER,MIN BET,MAX BET,MAX TOTAL,STK/LBT,LIVE PRICE,SP GUIDE,FB RESULT,EXT KEY,MULT KEY,CHANNELS
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 3-1",A,Y,410,0.03,,,L,1/100,,1-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 3-2",A,Y,420,0.03,,,L,1/100,,2-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 4-0",A,Y,430,0.03,,,L,1/100,,0-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 4-1",A,Y,440,0.03,,,L,1/100,,1-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 4-2",A,Y,450,0.03,,,L,1/100,,2-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 4-3",A,Y,460,0.03,,,L,1/100,,3-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 5-0",A,Y,470,0.03,,,L,1/100,,0-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 5-1",A,Y,480,0.03,,,L,1/100,,1-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 5-2",A,Y,490,0.03,,,L,1/100,,2-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 5-3",A,Y,500,0.03,,,L,1/100,,3-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 5-4",A,Y,510,0.03,,,L,1/100,,4-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 6-0",A,Y,520,0.03,,,L,1/100,,0-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 6-1",A,Y,530,0.03,,,L,1/100,,1-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 6-2",A,Y,540,0.03,,,L,1/100,,2-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 6-3",A,Y,550,0.03,,,L,1/100,,3-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 6-4",A,Y,560,0.03,,,L,1/100,,4-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 7-0",A,Y,570,0.03,,,L,1/100,,0-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 7-1",A,Y,580,0.03,,,L,1/100,,1-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 7-2",A,Y,590,0.03,,,L,1/100,,2-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 7-3",A,Y,600,0.03,,,L,1/100,,3-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 8-0",A,Y,610,0.03,,,L,1/100,,0-8,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 8-1",A,Y,620,0.03,,,L,1/100,,1-8,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 8-2",A,Y,630,0.03,,,L,1/100,,2-8,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 9-0",A,Y,640,0.03,,,L,1/100,,0-9,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 9-1",A,Y,650,0.03,,,L,1/100,,1-9,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Live Score|","|$teamB| 10-0",A,Y,660,0.03,,,L,1/100,,0-10,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Result and Both Teams To Score| |Live|","|$teamA|",A,Y,10,0.03,,,L,1/100,,H,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Result and Both Teams To Score| |Live|","|Draw|",A,Y,20,0.03,,,L,1/100,,D,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Result and Both Teams To Score| |Live|","|$teamB|",A,Y,30,0.03,,,L,1/100,,A,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Half Time| |Live|","|$teamA|",A,Y,10,0.03,,,L,1/100,,H,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Half Time| |Live|","|Draw|",A,Y,20,0.03,,,L,1/100,,D,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Half Time| |Live|","|$teamB|",A,Y,30,0.03,,,L,1/100,,A,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|2nd Half Betting| |Live|","|$teamA|",A,Y,10,0.03,,,L,1/100,,H,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|2nd Half Betting| |Live|","|Draw|",A,Y,20,0.03,,,L,1/100,,D,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|2nd Half Betting| |Live|","|$teamB|",A,Y,30,0.03,,,L,1/100,,A,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Race To| 2 |Goals| |Live|","|$teamA|",A,Y,1,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Race To| 2 |Goals| |Live|","|$teamB|",A,Y,3,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Race To| 2 |Goals| |Live|","|Neither Team|",A,Y,2,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Race To| 3 |Goals| |Live|","|$teamA|",A,Y,1,0.03,,,L,1/100,,,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Race To| 3 |Goals| |Live|","|$teamB|",A,Y,3,0.03,,,L,1/100,,,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Race To| 3 |Goals| |Live|","|Neither Team|",A,Y,2,0.03,,,L,1/100,,,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 1-0",A,Y,10,0.03,,,L,1/100,,1-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 2-0",A,Y,20,0.03,,,L,1/100,,2-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 2-1",A,Y,30,0.03,,,L,1/100,,2-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 3-0",A,Y,40,0.03,,,L,1/100,,3-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 3-1",A,Y,50,0.03,,,L,1/100,,3-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 3-2",A,Y,60,0.03,,,L,1/100,,3-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 4-0",A,Y,70,0.03,,,L,1/100,,4-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 4-1",A,Y,80,0.03,,,L,1/100,,4-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 4-2",A,Y,90,0.03,,,L,1/100,,4-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 4-3",A,Y,100,0.03,,,L,1/100,,4-3,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 5-0",A,Y,110,0.03,,,L,1/100,,5-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 5-1",A,Y,120,0.03,,,L,1/100,,5-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 5-2",A,Y,130,0.03,,,L,1/100,,5-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 5-3",A,Y,140,0.03,,,L,1/100,,5-3,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 6-0",A,Y,150,0.03,,,L,1/100,,6-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 6-1",A,Y,160,0.03,,,L,1/100,,6-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 6-2",A,Y,170,0.03,,,L,1/100,,6-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 7-0",A,Y,180,0.03,,,L,1/100,,7-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 7-1",A,Y,190,0.03,,,L,1/100,,7-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamA| 8-0",A,Y,200,0.03,,,L,1/100,,8-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|Draw| 0-0",A,Y,210,0.03,,,L,1/100,,0-0,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|Draw| 1-1",A,Y,220,0.03,,,L,1/100,,1-1,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|Draw| 2-2",A,Y,230,0.03,,,L,1/100,,2-2,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|Draw| 3-3",A,Y,240,0.03,,,L,1/100,,3-3,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|Draw| 4-4",A,Y,250,0.03,,,L,1/100,,4-4,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 1-0",A,Y,260,0.03,,,L,1/100,,0-1,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 2-0",A,Y,270,0.03,,,L,1/100,,0-2,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 2-1",A,Y,280,0.03,,,L,1/100,,1-2,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 3-0",A,Y,290,0.03,,,L,1/100,,0-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 3-1",A,Y,300,0.03,,,L,1/100,,1-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 3-2",A,Y,310,0.03,,,L,1/100,,2-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 4-0",A,Y,320,0.03,,,L,1/100,,0-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 4-1",A,Y,330,0.03,,,L,1/100,,1-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 4-2",A,Y,340,0.03,,,L,1/100,,2-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 4-3",A,Y,350,0.03,,,L,1/100,,3-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 5-0",A,Y,360,0.03,,,L,1/100,,0-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 5-1",A,Y,370,0.03,,,L,1/100,,1-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 5-2",A,Y,380,0.03,,,L,1/100,,2-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 5-3",A,Y,390,0.03,,,L,1/100,,3-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 6-0",A,Y,400,0.03,,,L,1/100,,0-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 6-1",A,Y,410,0.03,,,L,1/100,,1-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 6-2",A,Y,420,0.03,,,L,1/100,,2-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 7-0",A,Y,430,0.03,,,L,1/100,,0-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 7-1",A,Y,440,0.03,,,L,1/100,,1-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Correct Score| |Live|","|$teamB| 8-0",A,Y,450,0.03,,,L,1/100,,0-8,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Match Betting After 15 Mins Live|","|$teamA|",A,Y,10,0.03,,,L,1/100,,H,,MNC,
